"gene_id","protein_id","description","BP_Term","BP_GO_IDs","MF_Term","MF_GO_IDs","CC_Term","CC_GO_IDs","SP..TM","Prediction"
"IUM83_04685","KAG6617098.1","Family 30 Glycoside hydrolase","sphingolipid metabolic process; -","GO:0006665; -","-; glucosylceramidase activity","-; GO:0004348","-","-","Yes, 1","Non-effector"
"IUM83_04873","KAG6617099.1","neutral zinc metallopeptidase","-","-","-","-","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_04872","KAG6617100.1","hypothetical protein IUM83_04872","-","-","-","-","-","-","No, 0","-"
"IUM83_04871","KAG6617101.1","hypothetical protein IUM83_04871","DNA recombination; DNA integration; -","GO:0006310; GO:0015074; -","-; DNA binding","-; GO:0003677","-","-","No, 0","-"
"IUM83_04870","KAG6617102.1","hypothetical protein IUM83_04871","DNA recombination; DNA integration; -","GO:0006310; GO:0015074; -","-; DNA binding","-; GO:0003677","-","-","No, 0","-"
"IUM83_04877","KAG6617103.1","NPP1 protein","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_04876","KAG6617104.1","Ribosome biogenesis protein","ribosome biogenesis; -","GO:0042254; -","-; GTP binding","-; GO:0005525","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_04875","KAG6617105.1","Dicarboxylate/amino acid:cation (Na or H) symporter (DAACS) family protein","-","-","-","-","-","-","No, 0","-"
"IUM83_04874","KAG6617106.1","h aca ribonucleoprotein complex subunit 1","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_04879","KAG6617107.1","hypothetical protein IUM83_04879","-","-","-","-","-","-","No, 0","-"
"IUM83_04879","KAG6617108.1","hypothetical protein IUM83_04879","-","-","-","-","-","-","No, 0","-"
"IUM83_04879","KAG6617109.1","hypothetical protein IUM83_04879","-","-","-","-","-","-","No, 0","-"
"IUM83_04878","KAG6617110.1","hypothetical protein IUM83_04878","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_04538","KAG6617111.1","putative secreted RxLR effector protein","-","-","-","-","extracellular region","GO:0005576","Yes, 1","-"
"IUM83_04539","KAG6617112.1","Isoflavone reductase P3","-","-","-","-","-","-","No, 0","-"
"IUM83_04682","KAG6617113.1","CMGC/CDK/CDK7 protein Kinase","protein phosphorylation; -","GO:0006468; -","-; ATP binding; RNA polymerase II CTD heptapeptide repeat kinase activity","-; GO:0005524; GO:0008353","-; transcription factor TFIIK complex","-; GO:0070985","No, 0","-"
"IUM83_04683","KAG6617114.1","tubulin alpha chain","microtubule-based process; -","GO:0007017; -","-; GTPase activity; structural constituent of cytoskeleton; GTP binding","-; GO:0003924; GO:0005200; GO:0005525","-; microtubule","-; GO:0005874","No, 0","-"
"IUM83_04684","KAG6617115.1","tubulin alpha chain","microtubule-based process; -","GO:0007017; -","-; GTPase activity; structural constituent of cytoskeleton; GTP binding","-; GO:0003924; GO:0005200; GO:0005525","-; microtubule","-; GO:0005874","No, 0","-"
"IUM83_04686","KAG6617116.1","putative GH30 glucocerebrosidase/glucosylceramidase precursor","sphingolipid metabolic process; -","GO:0006665; -","-; glucosylceramidase activity","-; GO:0004348","-","-","No, 1","Non-effector"
"IUM83_04687","KAG6617117.1","family 30 glycoside hydrolase","sphingolipid metabolic process; -","GO:0006665; -","-; glucosylceramidase activity","-; GO:0004348","-","-","No, 1","Non-effector"
"IUM83_04688","KAG6617118.1","16S rRNA (-N6/-N6)-dimethyltransferase","sphingolipid metabolic process; methylation; -","GO:0006665; GO:0032259; -","-; glucosylceramidase activity; methyltransferase activity; transferase activity; hydrolase activity","-; GO:0004348; GO:0008168; GO:0016740; GO:0016787","-","-","No, 0","-"
"IUM83_04689","KAG6617119.1","hypothetical protein IUM83_04689","-","-","-","-","-","-","No, 0","-"
"IUM83_04745","KAG6617120.1","hypothetical protein IUM83_04745","nucleosome assembly; -","GO:0006334; -","-; DNA binding","-; GO:0003677","-; nucleosome","-; GO:0000786","No, 0","-"
"IUM83_04744","KAG6617121.1","Equilibrative Nucleoside transporter (ENT) Family","-","-","-","-","-","-","No, 0","-"
"IUM83_04855","KAG6617122.1","hypothetical protein IUM83_04855","-","-","-","-","-","-","No, 0","-"
"IUM83_04854","KAG6617123.1","hypothetical protein IUM83_04854","-","-","-","-","-","-","No, 0","-"
"IUM83_04857","KAG6617124.1","Uncharacterized protein family UPF0592","-","-","-","-","-","-","No, 0","-"
"IUM83_04856","KAG6617125.1","putative transposase","-","-","protein dimerization activity","GO:0046983","-","-","No, 0","-"
"IUM83_04851","KAG6617126.1","hypothetical protein IUM83_04851","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_04850","KAG6617127.1","membrane protein","-","-","-","-","membrane","GO:0016020","Yes, 9","Non-effector"
"IUM83_04852","KAG6617128.1","hypothetical protein IUM83_04852","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_04859","KAG6617129.1","hypothetical protein IUM83_04859","-","-","-","-","membrane","GO:0016020","No, 10","-"
"IUM83_04858","KAG6617130.1","hypothetical protein IUM83_04858","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_04601","KAG6617131.1","CMGC/CDK protein kinase","protein phosphorylation; -","GO:0006468; -","-; nucleic acid binding; protein kinase activity; protein binding; ATP binding; obsolete histone lysine N-methyltransferase activity","-; GO:0003676; GO:0004672; GO:0005515; GO:0005524; GO:0018024","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_04604","KAG6617132.1","1,3-beta-glucanosyltransferase, putative","-","-","transferase activity","GO:0016740","-","-","Yes, 0","Non-effector"
"IUM83_04706","KAG6617133.1","Farnesyl diphosphate synthase","-","-","ubiquitin-like modifier activating enzyme activity","GO:0008641","-","-","No, 0","-"
"IUM83_04709","KAG6617134.1","E3 ubiquitin-protein ligase","-","-","ubiquitin-protein transferase activity","GO:0004842","-","-","No, 0","-"
"IUM83_04788","KAG6617135.1","UDP-N-acetylglucosamine transferase subunit","-","-","hydrolase activity","GO:0016787","-","-","No, 0","-"
"IUM83_04839","KAG6617136.1","WRKY transcription factor 19","-","-","-","-","-","-","No, 0","-"
"IUM83_04839","KAG6617137.1","WRKY transcription factor 19","-","-","-","-","-","-","No, 0","-"
"IUM83_04839","KAG6617138.1","WRKY transcription factor 19","-","-","-","-","-","-","No, 0","-"
"IUM83_04838","KAG6617139.1","WRKY transcription factor 19","-","-","-","-","-","-","No, 0","-"
"IUM83_04781","KAG6617140.1","Tyrosine-protein kinase ephrin type A/B receptor-like","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_04780","KAG6617141.1","Pre-rRNA-processing protein IPI1","-","-","-","-","-","-","No, 0","-"
"IUM83_04783","KAG6617142.1","inorganic pyrophosphatase","phosphate-containing compound metabolic process; -","GO:0006796; -","-; magnesium ion binding; inorganic diphosphate phosphatase activity","-; GO:0000287; GO:0004427","-; cytoplasm","-; GO:0005737","No, 0","-"
"IUM83_04833","KAG6617143.1","putative domain, di-copper centre","-","-","oxidoreductase activity","GO:0016491","-","-","Yes, 0","Non-effector"
"IUM83_04832","KAG6617144.1","hypothetical protein IUM83_04832","-","-","oxidoreductase activity","GO:0016491","-","-","No, 0","-"
"IUM83_04787","KAG6617145.1","PLAC8 family protein","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_04830","KAG6617146.1","Common central domain of tyrosinase","-","-","oxidoreductase activity","GO:0016491","-","-","Yes, 0","Non-effector"
"IUM83_04664","KAG6617147.1","Zinc finger, RING/FYVE/PHD-type","-","-","-","-","-","-","No, 0","-"
"IUM83_04663","KAG6617148.1","Methylcrotonoyl-CoA carboxylase beta chain","-","-","ligase activity","GO:0016874","-","-","No, 0","-"
"IUM83_04763","KAG6617149.1","hypothetical protein IUM83_04763","glucose metabolic process; -","GO:0006006; -","-; glucose-6-phosphate dehydrogenase activity; NADP binding","-; GO:0004345; GO:0050661","-","-","Yes, 2","Non-effector"
"IUM83_04810","KAG6617150.1","methyltransferase TARBP1","-","-","-","-","-","-","No, 0","-"
"IUM83_04813","KAG6617151.1","GTPase-activating protein GYP5","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_04760","KAG6617152.1","Mediator complex, subunit Med21","-","-","-","-","mediator complex","GO:0016592","No, 0","-"
"IUM83_04815","KAG6617153.1","Uncharacterized protein family UPF0489","modulation by symbiont of host defense-related programmed cell death; -","GO:0034053; -","-","-","-; extracellular region","-; GO:0005576","No, 0","-"
"IUM83_04766","KAG6617154.1","hypothetical protein IUM83_04766","-","-","-","-","-","-","No, 0","-"
"IUM83_04765","KAG6617155.1","40S ribosomal protein S17","-","-","-","-","-","-","No, 0","-"
"IUM83_04764","KAG6617156.1","GDH/6PGL endoplasmic bifunctional protein","glucose metabolic process; lipid storage; -","GO:0006006; GO:0019915; -","-; glucose-6-phosphate dehydrogenase activity; lipase activity; NADP binding","-; GO:0004345; GO:0016298; GO:0050661","-; lipid droplet","-; GO:0005811","Yes, 2","Non-effector"
"IUM83_04819","KAG6617157.1","5-methylthioadenosine/S-adenosylhomocysteine deaminase","-","-","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","GO:0016810","-","-","No, 0","-"
"IUM83_04819","KAG6617158.1","5-methylthioadenosine/S-adenosylhomocysteine deaminase","-","-","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","GO:0016810","-","-","No, 0","-"
"IUM83_04818","KAG6617159.1","Elicitin Vex1","-","-","-","-","extracellular region","GO:0005576","Yes, 1","Non-effector"
"IUM83_04769","KAG6617160.1","hypothetical protein IUM83_04769","-","-","zinc ion binding","GO:0008270","-","-","No, 0","-"
"IUM83_04768","KAG6617161.1","hypothetical protein IUM83_04768","-","-","DNA binding; metal ion binding; protein dimerization activity","GO:0003677; GO:0046872; GO:0046983","-","-","No, 0","-"
"IUM83_04575","KAG6617162.1","Myosin heavy chain, striated muscle","-","-","-","-","-","-","No, 0","-"
"IUM83_04579","KAG6617163.1","reverse transcriptase","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_04546","KAG6617164.1","Tartrate-resistant acid phosphatase type 5","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_04544","KAG6617165.1","putative secreted RxLR effector protein","-","-","helicase activity; -","GO:0004386; -","-; extracellular region","-; GO:0005576","Yes, 0","-"
"IUM83_04541","KAG6617166.1","Glutathione reductase","glutathione metabolic process; cell redox homeostasis; -","GO:0006749; GO:0045454; -","-; glutathione-disulfide reductase (NADPH) activity; flavin adenine dinucleotide binding; NADP binding","-; GO:0004362; GO:0050660; GO:0050661","-","-","No, 0","-"
"IUM83_04598","KAG6617167.1","Programmed cell death protein","negative regulation of DNA-templated transcription","GO:0045892","-","-","-","-","No, 0","-"
"IUM83_04590","KAG6617168.1","Spore wall maturation protein DIT1","-","-","oxidoreductase activity","GO:0016491","-","-","No, 0","-"
"IUM83_04591","KAG6617169.1","WRKY transcription factor 19","-","-","-","-","-","-","Yes, 0","-"
"IUM83_04592","KAG6617170.1","WRKY transcription factor 19","-","-","-","-","-","-","Yes, 0","Cytoplasmic/apoplastic effector"
"IUM83_04594","KAG6617171.1","Calcineurin-like phosphoesterase","nucleotide catabolic process; -","GO:0009166; -","-; hydrolase activity","-; GO:0016787","-","-","Yes, 0","Non-effector"
"IUM83_04595","KAG6617172.1","Glycoside hydrolase superfamily","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_04596","KAG6617173.1","Ctr copper transporter family","copper ion transmembrane transport; -","GO:0035434; -","-; copper ion transmembrane transporter activity","-; GO:0005375","-; membrane","-; GO:0016020","Yes, 4","Non-effector"
"IUM83_04597","KAG6617174.1","Ctr copper transporter","copper ion transmembrane transport; -","GO:0035434; -","-; copper ion transmembrane transporter activity","-; GO:0005375","-; membrane","-; GO:0016020","No, 2","-"
"IUM83_04712","KAG6617175.1","Beta-xylosidase/alpha-L-arabinofuranosidase 2","xylan catabolic process; -","GO:0045493; -","-; xylan 1,4-beta-xylosidase activity","-; GO:0009044","-","-","Yes, 0","Non-effector"
"IUM83_04771","KAG6617176.1","Eukaryotic/viral aspartic protease","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_04773","KAG6617177.1","Alpha/Beta hydrolase fold","lipid storage; -","GO:0019915; -","-; lipase activity","-; GO:0016298","-; lipid droplet","-; GO:0005811","No, 0","-"
"IUM83_04746","KAG6617178.1","hypothetical protein IUM83_04746","-","-","-","-","membrane","GO:0016020","Yes, 0","-"
"IUM83_04741","KAG6617179.1","Equilibrative Nucleoside transporter (ENT) Family","nucleoside transmembrane transport; -","GO:1901642; -","-; nucleoside transmembrane transporter activity","-; GO:0005337","-; membrane","-; GO:0016020","No, 5","-"
"IUM83_04740","KAG6617180.1","Equilibrative Nucleoside Transporter (ENT) Family","nucleoside transmembrane transport; -","GO:1901642; -","-; nucleoside transmembrane transporter activity","-; GO:0005337","-; membrane","-; GO:0016020","Yes, 3","-"
"IUM83_04742","KAG6617181.1","Small cysteine rich protein","lipid storage; -","GO:0019915; -","-; lipase activity; hydrolase activity","-; GO:0016298; GO:0016787","-; lipid droplet","-; GO:0005811","Yes, 0","-"
"IUM83_04778","KAG6617182.1","Phytanoyl-CoA dioxygenase","-","-","phosphatidylinositol binding","GO:0035091","-","-","No, 0","-"
"IUM83_04619","KAG6617183.1","Endonuclease/Exonuclease/phosphatase family","-","-","phosphoric diester hydrolase activity; -","GO:0008081; -","-; extracellular region","-; GO:0005576","Yes, 0","Non-effector"
"IUM83_04611","KAG6617184.1","Deoxyribose-phosphate aldolase","-","-","-","-","-","-","No, 0","-"
"IUM83_04559","KAG6617185.1","Tc5 transposase DNA-binding domain","-","-","-","-","-","-","No, 0","-"
"IUM83_04554","KAG6617186.1","hypothetical protein IUM83_04554","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_04552","KAG6617187.1","hypothetical protein IUM83_04552","-","-","protein dimerization activity","GO:0046983","-","-","Yes, 0","-"
"IUM83_02365","KAG6617188.1","hypothetical protein IUM83_02365","-","-","-","-","-","-","No, 0","-"
"IUM83_02364","KAG6617189.1","Fructose-1,6-bisphosphatase 1","carbohydrate metabolic process; -","GO:0005975; -","-; fructose 1,6-bisphosphate 1-phosphatase activity","-; GO:0042132","-","-","No, 0","-"
"IUM83_02367","KAG6617190.1","Alkylated DNA repair protein alkB 8","-","-","protein binding; methyltransferase activity","GO:0005515; GO:0008168","-","-","No, 0","-"
"IUM83_02368","KAG6617191.1","pre-mRNA-splicing factor 18","-","-","-","-","-","-","No, 0","-"
"IUM83_02368","KAG6617192.1","pre-mRNA-splicing factor 18","mRNA processing; RNA splicing; -","GO:0006397; GO:0008380; -","-","-","-; nucleus; spliceosomal complex","-; GO:0005634; GO:0005681","No, 0","-"
"IUM83_02431","KAG6617193.1","putative lipase","-","-","-","-","-","-","Yes, 1","Non-effector"
"IUM83_02433","KAG6617194.1","TKL/DRK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","Yes, 1","Non-effector"
"IUM83_02433","KAG6617195.1","TKL/DRK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 1","-"
"IUM83_02534","KAG6617196.1","Cyclic nucleotide-binding domain","monoatomic ion transport; monoatomic ion transmembrane transport; transmembrane transport; -","GO:0006811; GO:0034220; GO:0055085; -","-; monoatomic ion channel activity","-; GO:0005216","-; membrane","-; GO:0016020","No, 2","-"
"IUM83_02432","KAG6617197.1","lipase, putative","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_02376","KAG6617198.1","hypothetical protein IUM83_02376","-","-","-","-","-","-","No, 0","-"
"IUM83_02377","KAG6617199.1","jerky protein homolog-like","-","-","DNA binding","GO:0003677","-","-","No, 0","-"
"IUM83_02375","KAG6617200.1","Succinate--CoA ligase [ADP-forming] subunit alpha","-","-","catalytic activity","GO:0003824","-","-","No, 0","-"
"IUM83_02372","KAG6617201.1","PDZ domain-containing protein 6","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_02371","KAG6617202.1","HECT E3 ubiquitin ligase","-","-","ligase activity; metal ion binding","GO:0016874; GO:0046872","-","-","No, 0","-"
"IUM83_02424","KAG6617203.1","Pol protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02664","KAG6617204.1","CAMK/CAMKL protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","Yes, 0","Non-effector"
"IUM83_02526","KAG6617205.1","Myosin light chain kinase-related","-","-","-","-","-","-","No, 0","-"
"IUM83_02524","KAG6617206.1","PX domain-containing protein","-","-","phosphatidylinositol binding","GO:0035091","-","-","No, 0","-"
"IUM83_02547","KAG6617207.1","hypothetical protein IUM83_02547","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_02589","KAG6617208.1","RF-1 domain","translational termination; -","GO:0006415; -","-; translation release factor activity","-; GO:0003747","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_02588","KAG6617209.1","bZIP transcription factor 1","-","-","-","-","-","-","No, 0","-"
"IUM83_02585","KAG6617210.1","hypothetical protein IUM83_02585","-","-","oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; metal ion binding; NAD binding; -","GO:0016491; GO:0016616; GO:0046872; GO:0051287; -","-; membrane","-; GO:0016020","No, 6","-"
"IUM83_02584","KAG6617211.1","hypothetical protein IUM83_02584","-","-","-","-","membrane","GO:0016020","No, 8","-"
"IUM83_02581","KAG6617212.1","ribosome biogenesis GTP-binding protein YsxC","-","-","GTP binding","GO:0005525","-","-","No, 0","-"
"IUM83_02580","KAG6617213.1","Cytosolic carboxypeptidase 3","proteolysis; -","GO:0006508; -","-; carboxypeptidase activity; metallocarboxypeptidase activity; peptidase activity; metallopeptidase activity; zinc ion binding","-; GO:0004180; GO:0004181; GO:0008233; GO:0008237; GO:0008270","-","-","No, 0","-"
"IUM83_02583","KAG6617214.1","hypothetical protein IUM83_02583","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_02582","KAG6617215.1","PexRD1 secreted RxLR effector peptide, putative","-","-","-","-","extracellular region; host cell nucleus","GO:0005576; GO:0042025","No, 0","-"
"IUM83_02522","KAG6617216.1","putative ribonuclease","-","-","RNA binding; ribonuclease T2 activity","GO:0003723; GO:0033897","-","-","Yes, 0","Non-effector"
"IUM83_02522","KAG6617217.1","putative ribonuclease","-","-","RNA binding; ribonuclease T2 activity; phosphatidylinositol binding","GO:0003723; GO:0033897; GO:0035091","-","-","No, 0","-"
"IUM83_02374","KAG6617218.1","E3 ubiquitin-protein ligase UBR2","ubiquitin-dependent protein catabolic process via the N-end rule pathway; -","GO:0071596; -","-; zinc ion binding; ubiquitin protein ligase activity","-; GO:0008270; GO:0061630","-","-","No, 0","-"
"IUM83_02423","KAG6617219.1","Pol protein","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_02373","KAG6617220.1","Spindle pole body component","-","-","-","-","-","-","No, 0","-"
"IUM83_02521","KAG6617221.1","hypothetical protein IUM83_02521","-","-","-","-","-","-","No, 0","-"
"IUM83_02687","KAG6617222.1","hypothetical protein IUM83_02687","-","-","-","-","membrane","GO:0016020","No, 3","-"
"IUM83_02684","KAG6617223.1","hypothetical protein IUM83_02684","-","-","-","-","-","-","No, 0","-"
"IUM83_02685","KAG6617224.1","CAMK/CAMKL protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_02682","KAG6617225.1","hypothetical protein IUM83_02682","-","-","-","-","-","-","No, 0","-"
"IUM83_02683","KAG6617226.1","hypothetical protein IUM83_02683","-","-","-","-","-","-","No, 0","-"
"IUM83_02680","KAG6617227.1","exosome complex component rrp41","nucleic acid phosphodiester bond hydrolysis; -","GO:0090305; -","-; exonuclease activity","-; GO:0004527","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_02681","KAG6617228.1","Exosome complex exonuclease RRP41 protein","nucleic acid phosphodiester bond hydrolysis; -","GO:0090305; -","-; exonuclease activity","-; GO:0004527","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_02688","KAG6617229.1","hypothetical protein IUM83_02688","-","-","-","-","membrane","GO:0016020","Yes, 7","-"
"IUM83_02689","KAG6617230.1","serine/threonine protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_02456","KAG6617231.1","Transposon Tf2-6 polyprotein","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_02290","KAG6617232.1","Drug/Metabolite Transporter (DMT) Superfamily","-","-","-","-","membrane","GO:0016020","No, 10","-"
"IUM83_02293","KAG6617233.1","Drug/Metabolite transporter (DMT) Superfamily","-","-","-","-","membrane","GO:0016020","No, 10","-"
"IUM83_02292","KAG6617234.1","P-loop containing nucleoside triphosphate hydrolase","-","-","-","-","-","-","No, 0","-"
"IUM83_02276","KAG6617235.1","Multidrug/Oligosaccharidyl-lipid/polysaccharide (MOP) Flippase Superfamily","xenobiotic detoxification by transmembrane export across the plasma membrane; -","GO:1990961; -","-; antiporter activity; xenobiotic transmembrane transporter activity","-; GO:0015297; GO:0042910","-; membrane","-; GO:0016020","No, 11","-"
"IUM83_02273","KAG6617236.1","Multidrug resistance-associated protein 9","-","-","ATP binding","GO:0005524","-","-","No, 0","-"
"IUM83_02272","KAG6617237.1","Multidrug resistance-associated protein 9","-","-","ATP binding","GO:0005524","-","-","No, 0","-"
"IUM83_02271","KAG6617238.1","hypothetical protein IUM83_02271","-","-","-","-","-","-","Yes, 1","-"
"IUM83_02394","KAG6617239.1","putative molybdopterin binding domain","-","-","-","-","-","-","No, 0","-"
"IUM83_02395","KAG6617240.1","Enhancer of mRNA-decapping protein","deadenylation-independent decapping of nuclear-transcribed mRNA; -","GO:0031087; -","-; protein binding","-; GO:0005515","-","-","No, 0","-"
"IUM83_02673","KAG6617241.1","hypothetical protein IUM83_02673","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_02672","KAG6617242.1","Short/branched chain specific acyl-CoA dehydrogenase","-","-","oxidoreductase activity, acting on the CH-CH group of donors; flavin adenine dinucleotide binding","GO:0016627; GO:0050660","-","-","No, 0","-"
"IUM83_02671","KAG6617243.1","protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_02675","KAG6617244.1","Regulator of G-protein signaling 5","-","-","-","-","-","-","No, 0","-"
"IUM83_02674","KAG6617245.1","Serine/threonine-protein kinase Nek2","-","-","-","-","-","-","No, 0","-"
"IUM83_02532","KAG6617246.1","RxLR-like protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02538","KAG6617247.1","Reticulocyte binding-like protein 2b","-","-","-","-","-","-","No, 0","-"
"IUM83_02525","KAG6617248.1","TKL protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; protein binding; ATP binding","-; GO:0004672; GO:0005515; GO:0005524","-","-","No, 0","-"
"IUM83_02529","KAG6617249.1","Pyridine nucleotide-disulfide oxidoreductase","-","-","oxidoreductase activity","GO:0016491","-","-","No, 0","-"
"IUM83_02528","KAG6617250.1","hypothetical protein IUM83_02528","-","-","-","-","-","-","No, 0","-"
"IUM83_02422","KAG6617251.1","hypothetical protein IUM83_02422","-","-","-","-","-","-","No, 0","-"
"IUM83_02379","KAG6617252.1","Frizzled domain","-","-","protein binding","GO:0005515","-","-","Yes, 0","Non-effector"
"IUM83_02506","KAG6617253.1","Extracellular signal-regulated kinase 1","transmembrane transport; -","GO:0055085; -","-; transmembrane transporter activity","-; GO:0022857","-; membrane","-; GO:0016020","No, 13","-"
"IUM83_02503","KAG6617254.1","Voltage-gated Ion Channel (VIC) Superfamily","monoatomic ion transport; transmembrane transport; -","GO:0006811; GO:0055085; -","-; monoatomic ion channel activity","-; GO:0005216","-; membrane","-; GO:0016020","No, 16","-"
"IUM83_02566","KAG6617255.1","Cell differentiation protein rcd1","mRNA catabolic process; -","GO:0006402; -","-","-","-; CCR4-NOT complex","-; GO:0030014","No, 0","-"
"IUM83_02342","KAG6617256.1","DNA primase small subunit","DNA replication, synthesis of RNA primer; -","GO:0006269; -","-; DNA primase activity","-; GO:0003896","-","-","No, 0","-"
"IUM83_02340","KAG6617257.1","26S protease regulatory subunit 7","protein catabolic process; -","GO:0030163; -","-; ATP binding; ATP hydrolysis activity; proteasome-activating activity","-; GO:0005524; GO:0016887; GO:0036402","-; cytoplasm","-; GO:0005737","No, 0","-"
"IUM83_02447","KAG6617258.1","DNA-directed RNA polymerase I subunit RPA49","DNA-templated transcription; -","GO:0006351; -","-; DNA binding","-; GO:0003677","-","-","No, 0","-"
"IUM83_02474","KAG6617259.1","Large Conductance Mechanosensitive Ion Channel (MscL) Family","-","-","-","-","membrane","GO:0016020","No, 3","-"
"IUM83_02555","KAG6617260.1","Pentatricopeptide repeat protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02476","KAG6617261.1","histone acetyltransferase p300-like","-","-","zinc ion binding","GO:0008270","-","-","No, 0","-"
"IUM83_02553","KAG6617262.1","hypothetical protein IUM83_02553","-","-","-","-","-","-","No, 0","-"
"IUM83_02551","KAG6617263.1","hypothetical protein IUM83_02551","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_02569","KAG6617264.1","Cysteine desulfurase","-","-","catalytic activity","GO:0003824","-","-","No, 5","-"
"IUM83_02568","KAG6617265.1","hypothetical protein IUM83_02568","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_02563","KAG6617266.1","Multidrug resistance-associated protein 4","transmembrane transport; -","GO:0055085; -","-; ATP binding; ABC-type transporter activity","-; GO:0005524; GO:0140359","-; membrane","-; GO:0016020","No, 9","-"
"IUM83_02562","KAG6617267.1","Multidrug resistance-associated protein 4","transmembrane transport; -","GO:0055085; -","-; ATP binding; ABC-type transporter activity","-; GO:0005524; GO:0140359","-; membrane","-; GO:0016020","No, 10","-"
"IUM83_02560","KAG6617268.1","Bacterial PH-like domain","-","-","-","-","-","-","No, 0","-"
"IUM83_02473","KAG6617269.1","Large Conductance Mechanosensitive Ion Channel (MscL) Family","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_02389","KAG6617270.1","putative calcineurin subunit B","-","-","calcium ion binding; calcium-dependent protein serine/threonine phosphatase regulator activity","GO:0005509; GO:0008597","-","-","No, 0","-"
"IUM83_02389","KAG6617271.1","putative calcineurin subunit B","-","-","calcium ion binding; calcium-dependent protein serine/threonine phosphatase regulator activity","GO:0005509; GO:0008597","-","-","No, 0","-"
"IUM83_02386","KAG6617272.1","PET assembly of cytochrome c oxidase","-","-","-","-","mitochondrion; membrane","GO:0005739; GO:0016020","Yes, 1","Cytoplasmic effector"
"IUM83_02384","KAG6617273.1","Clathrin heavy chain 1","intracellular protein transport; vesicle-mediated transport; -","GO:0006886; GO:0016192; -","-; structural molecule activity; clathrin light chain binding","-; GO:0005198; GO:0032051","-; clathrin coat of trans-Golgi network vesicle; clathrin coat of coated pit; clathrin complex","-; GO:0030130; GO:0030132; GO:0071439","No, 0","-"
"IUM83_02384","KAG6617274.1","Clathrin heavy chain 1","intracellular protein transport; vesicle-mediated transport; -","GO:0006886; GO:0016192; -","-; structural molecule activity; clathrin light chain binding","-; GO:0005198; GO:0032051","-; clathrin coat of trans-Golgi network vesicle; clathrin coat of coated pit; clathrin complex","-; GO:0030130; GO:0030132; GO:0071439","No, 0","-"
